,행정동코드,1월_외국인_총생활인구수,2월_외국인_총생활인구수,3월_외국인_총생활인구수,4월_외국인_총생활인구수,5월_외국인_총생활인구수,6월_외국인_총생활인구수,7월_외국인_총생활인구수,8월_외국인_총생활인구수,9월_외국인_총생활인구수,10월_외국인_총생활인구수,11월_외국인_총생활인구수,12월_외국인_총생활인구수,2021년_외국인_평균
383,11710540,51.4929,24.2692,47.3011,78.4289,17.0594,61.7264,27.6297,24.9041,48.214,38.0166,105.2427,23.1359,45.6184
384,11710550,62.0267,66.0758,38.7923,62.5958,30.0777,37.6826,26.4128,40.3878,69.825,70.1624,26.4341,48.7546,48.269
385,11710561,101.2203,110.7608,49.6713,37.8719,96.9811,73.4253,85.6873,63.4408,81.2731,49.6398,223.2229,126.5537,91.6457
386,11710562,212.8379,106.545,102.0187,155.4393,214.0105,410.7251,191.3269,273.6907,109.0389,233.5984,493.1544,233.5154,227.9918
387,11710566,96.0701,91.1655,106.8282,69.8281,148.2515,44.6846,124.8935,93.8829,69.7491,46.0272,102.0729,122.604,93.0048
388,11710570,155.0846,109.8471,58.0167,89.2763,151.3375,155.6211,116.9775,132.6062,88.3175,128.6041,325.215,161.0352,139.3282
389,11710580,49.597,154.6469,85.8346,79.03,179.3613,287.0348,112.1724,170.4423,140.6479,132.2761,261.1613,166.7038,151.5757
390,11710590,74.8232,136.1171,108.7206,78.924,91.3658,101.3705,30.864,104.7623,49.0688,70.1933,218.1376,144.5583,100.7421
391,11710600,159.4793,238.8072,186.9915,402.3929,196.5497,260.6531,205.1678,175.1819,181.9688,129.2932,265.0884,167.8339,214.1173
392,11710610,96.2196,137.3676,77.1769,89.0685,77.2453,162.1305,57.9958,93.0082,125.5881,84.2697,197.3487,109.5876,108.9172
393,11710620,51.2665,120.3292,186.5753,85.2356,85.8618,102.5643,183.5183,202.393,99.5217,178.3133,331.9164,245.8399,156.1113
394,11710631,167.0902,104.0969,83.3399,114.7991,137.7417,243.9951,183.8121,128.6613,98.8856,133.821,162.004,247.7673,150.5012
395,11710632,126.9353,104.8967,92.4301,121.6903,95.6925,70.4689,55.9842,120.9935,108.9988,115.7289,189.8217,111.1508,109.566
396,11710641,106.841,52.0968,98.3353,112.7283,90.2207,142.8671,64.9476,84.5367,205.3392,52.1216,183.6687,143.867,111.4642
397,11710642,160.3246,231.0273,204.4683,164.0641,120.8039,209.1181,155.6719,144.6556,234.1034,228.5244,311.8101,268.2709,202.7369
398,11710646,196.8863,93.228,227.2351,87.1188,76.0322,127.6825,76.6365,79.6815,132.7752,69.6672,154.1203,100.3783,118.4535
399,11710647,198.4434,139.7927,104.5965,69.1614,125.3755,107.7435,174.6171,200.1713,122.5744,143.1653,85.4059,156.0906,135.5948
400,11710650,177.6699,159.3359,111.4474,201.7511,196.3101,151.2453,154.4702,131.6687,121.9474,125.086,288.5763,304.0505,176.9632
401,11710670,102.929,176.4133,158.3601,57.6174,181.4094,172.2084,200.2237,151.4554,112.2918,75.0623,305.75,190.9489,157.0558
402,11710680,202.8178,238.5488,188.1253,229.498,157.2347,680.5843,351.1315,274.9177,303.5064,263.8769,356.6808,451.5526,308.2062
403,11710690,122.11,74.0044,132.4852,152.7116,152.6042,45.8803,95.3565,240.6227,85.1593,105.6996,138.3394,114.7894,121.6469
404,11710710,175.9351,160.1462,116.2712,270.8948,191.9288,391.0033,259.3998,311.6427,220.5321,332.4237,389.8282,295.1477,259.5961
405,11710720,38.5086,85.5272,96.1307,239.5976,93.8548,117.2127,134.6591,85.7044,126.5235,91.6859,139.1032,81.6331,110.8451
406,11740515,169.2152,188.3858,137.0674,44.9453,104.6024,46.5193,153.9856,71.6415,99.5163,64.7732,236.2984,171.8063,124.0631
407,11740520,81.2567,28.5268,65.0836,52.4742,160.0045,139.1557,61.6764,95.6378,99.641,138.8072,171.1191,219.7125,109.4246
408,11740530,26.0459,62.9033,62.6425,39.5532,36.3565,32.2006,93.3611,61.2355,59.5416,36.504,64.0497,55.4697,52.4886
409,11740540,56.0427,20.9209,2.5147,72.4751,47.6825,16.2457,47.3083,43.4203,37.685,33.7183,43.7549,39.1773,38.4121
410,11740550,23.4513,52.3264,71.585,47.1923,36.9099,43.0198,47.4438,64.6667,42.3002,45.4801,90.8393,75.0188,53.3528
411,11740560,64.7533,66.5426,73.1684,59.5955,46.0889,36.395,70.7893,79.0146,13.9062,39.7566,80.5095,93.8625,60.3652
412,11740570,49.878,106.0341,85.0376,79.4952,54.2173,70.1618,49.2482,77.884,99.9315,37.8836,74.1873,69.5706,71.1274
413,11740580,88.0131,22.697,37.5485,24.8288,20.8489,12.7832,92.544,24.3681,44.0746,48.7985,30.4521,31.7284,39.8904
414,11740590,24.8326,39.584,38.3462,40.5697,51.9012,62.9997,81.9315,44.7963,93.9719,26.7895,55.3827,39.3346,50.0367
415,11740600,28.8449,109.6686,84.7804,86.867,83.3579,108.6882,67.7307,42.6787,63.8984,104.5846,81.7379,69.784,77.7184
416,11740610,126.9795,54.9881,114.4351,145.5037,161.5891,235.7618,118.0566,246.4755,129.32,177.6429,235.6437,188.9486,161.2787
417,11740620,55.0579,113.3295,52.3155,68.7867,120.7322,103.5336,36.6936,102.7506,145.9352,61.2473,35.4181,60.2627,79.6719
418,11740640,66.029,147.0711,87.7534,44.2106,107.8963,85.1479,27.3142,56.5722,74.8383,96.958,92.2385,67.8269,79.488
419,11740650,111.7412,104.2428,60.105,57.2259,78.5255,37.4291,79.4165,76.7739,129.3417,107.6638,264.5618,50.1491,96.4314
420,11740660,68.7487,110.3774,102.944,54.2485,40.9356,80.1349,25.1773,46.7788,98.5591,93.708,110.1775,70.7104,75.2084
421,11740685,74.0467,135.7976,106.8432,102.0257,103.5206,130.8387,145.9237,169.6924,159.2158,163.5553,167.9231,115.2124,131.2163
422,11740690,24.0977,19.5837,18.8067,23.2688,19.3668,15.8905,14.1664,30.76,28.8837,38.7188,13.1633,27.7705,22.8731
423,11740700,90.925,36.1511,68.0024,22.9346,58.6409,69.1134,80.0161,37.9875,66.184,66.5239,65.8089,118.3973,65.0571
