,행정동코드,1월_2030여성비율,2월_2030여성비율,3월_2030여성비율,4월_2030여성비율,5월_2030여성비율,6월_2030여성비율,7월_2030여성비율,8월_2030여성비율,9월_2030여성비율,10월_2030여성비율,11월_2030여성비율,12월_2030여성비율,2021년_2030여성_비율평균
388,11710570,3.3417,3.3233,3.2706,3.2711,3.2972,3.2749,3.34,3.3081,3.2513,3.2345,3.2235,3.2243,3.2801
389,11710580,4.9862,5.0825,5.2037,5.1629,5.1464,5.1268,5.0789,5.1157,5.0548,5.1389,5.1123,5.1053,5.1095
390,11710590,3.8531,3.8361,3.7361,3.7212,3.7189,3.7029,3.7703,3.7357,3.6604,3.6816,3.638,3.6573,3.726
391,11710600,4.9425,4.8392,4.9452,4.9829,4.9658,4.9343,4.8995,4.8767,4.8619,4.935,5.0521,5.1104,4.9455
392,11710610,4.8764,4.7682,4.8818,4.9087,4.879,4.8162,4.859,4.8182,4.8145,4.9261,4.8249,4.8459,4.8516
393,11710620,3.986,3.9548,4.0028,4.0376,4.1282,4.1009,4.0927,4.0578,3.9743,4.0132,4.0108,3.9894,4.0291
394,11710631,3.8531,3.7924,3.7996,3.7535,3.7461,3.7358,3.8075,3.7676,3.7113,3.7309,3.6393,3.6322,3.7474
395,11710632,3.4835,3.4778,3.4732,3.4801,3.4646,3.5056,3.5168,3.5001,3.482,3.4859,3.4281,3.4235,3.4768
396,11710641,4.4072,4.2944,4.2793,4.2762,4.306,4.3477,4.3717,4.3996,4.271,4.2567,4.2449,4.1697,4.302
397,11710642,5.2722,5.2361,5.3488,5.3164,5.2053,5.2546,5.2791,5.2602,5.2461,5.3083,5.332,5.327,5.2822
398,11710646,3.9091,3.938,3.905,3.904,3.8846,3.8201,3.8507,3.8688,3.8033,3.8604,3.8463,3.8183,3.8674
399,11710647,3.65,3.6181,3.653,3.6163,3.5759,3.5287,3.4665,3.4712,3.5391,3.5955,3.5788,3.5408,3.5695
400,11710650,4.6801,4.6089,4.7073,4.6854,4.6402,4.6152,4.6224,4.5953,4.5215,4.6195,4.6011,4.5296,4.6189
401,11710670,3.0386,3.0273,3.0427,3.0863,3.054,3.0605,3.0261,2.9897,2.9838,3.0027,3.0927,2.9112,3.0263
402,11710680,3.7604,3.909,3.9981,4.1396,4.0344,4.1424,3.8029,3.8109,3.9039,3.8919,3.8371,3.8365,3.9223
403,11710690,3.388,3.4307,3.5869,3.5736,3.5552,3.5927,3.5423,3.4526,3.3831,3.3916,3.3312,3.3437,3.4643
404,11710710,4.8182,5.0716,5.1439,5.1572,5.1286,5.2362,4.9584,4.9462,4.9354,5.0589,5.2029,5.1571,5.0679
405,11710720,3.2785,3.2505,3.1916,3.223,3.2096,3.2004,3.309,3.2859,3.2279,3.2667,3.3575,3.2668,3.2556
406,11740515,3.2469,3.2919,3.3927,3.4143,3.4594,3.5012,3.5014,3.5129,3.4875,3.4836,3.4414,3.3613,3.4245
407,11740520,3.5854,3.549,3.546,3.5036,3.5018,3.466,3.5314,3.5501,3.4882,3.503,3.4377,3.4006,3.5052
408,11740530,3.4844,3.4187,3.4439,3.4567,3.4419,3.4351,3.4008,3.3769,3.3792,3.3961,3.3555,3.3412,3.4109
409,11740540,2.7402,2.7191,2.6594,2.6311,2.6302,2.5546,2.6443,2.6151,2.5817,2.5346,2.5239,2.5668,2.6168
410,11740550,2.8682,2.8305,2.7821,2.7486,2.7486,2.7268,2.803,2.8126,2.7799,2.7583,2.7143,2.6846,2.7715
411,11740560,3.5337,3.5481,3.5315,3.5497,3.5034,3.3919,3.3673,3.3505,3.327,3.331,3.2923,3.3898,3.4264
412,11740570,3.6189,3.5807,3.6116,3.63,3.6011,3.5503,3.5561,3.5292,3.4969,3.488,3.418,3.4192,3.5417
413,11740580,3.9379,3.873,3.9918,4.0052,4.0996,4.0411,4.1101,4.0769,4.0993,4.1177,4.0523,4.0813,4.0405
414,11740590,3.3159,3.3354,3.2511,3.2342,3.1592,3.1284,3.1963,3.221,3.1354,3.0719,3.0176,3.0234,3.1742
415,11740600,3.5366,3.4814,3.5153,3.5259,3.5431,3.5016,3.5871,3.5829,3.5498,3.5254,3.4839,3.5412,3.5312
416,11740610,4.0416,4.0076,4.084,4.0865,4.0475,4.0372,4.0291,4.0321,4.0139,4.0508,4.0273,4.0578,4.0429
417,11740620,4.3396,4.3166,4.4387,4.4505,4.3436,4.35,4.3709,4.4315,4.4535,4.5533,4.5769,4.571,4.433
418,11740640,3.7152,3.7367,3.7862,3.7506,3.7268,3.7521,3.7816,3.7253,3.6985,3.683,3.6741,3.7141,3.7287
419,11740650,4.1362,4.1172,4.1673,4.1349,4.1043,4.0895,4.1073,4.0989,4.0623,4.1559,4.1488,4.158,4.1234
420,11740660,3.8141,3.7699,3.7819,3.8098,3.8018,3.771,3.807,3.7468,3.6941,3.7126,3.6826,3.7018,3.7578
421,11740685,3.7073,3.6797,3.7076,3.6928,3.6713,3.6679,3.693,3.6808,3.68,3.7357,3.7042,3.7388,3.6966
422,11740690,3.0397,2.9821,2.8551,2.885,2.874,2.8093,2.9161,2.8153,2.6963,2.6484,2.6287,2.6551,2.8171
423,11740700,3.4371,3.4835,3.4621,3.3959,3.3606,3.3282,3.3647,3.3366,3.3113,3.3147,3.302,3.2853,3.3651
