,행정동_코드,행정동명,상권_구분_코드,상권_코드,분기당_매출_금액,분기당_매출_건수,건당_매출액_평균,"환산임대료(원, 21년도)","증감율(%, 19-21년도)",임대료/매출,매출/임대료,개업률_평균,폐업률_평균,점포수,면적,단위면적당 상권 수(k㎡),프랜차이즈_점포_수,개인사업자_수,프랜차이즈 비율,2021년_2030여성_비율평균,2021년_외국인_평균,문화시설수,지하철_역_수,버스_정거장_수,유사_업종_점포_수,개인사업자_점포수,개인사업자_비율
979,11620725,조원동,A,2110854,128842891,8498,15161,83965,3.003,5.5382,0.1806,2.0743,1.4191,741,0.67,1105.9701492537313,27,135,0.166666667,0.0518,406.3485,0,0,12,1,1,1.0
980,11620725,조원동,A,2110855,485221860,37114,13074,83965,3.003,6.4223,0.1557,4.0558,4.168,741,0.67,1105.9701492537313,27,135,0.166666667,0.0518,406.3485,0,0,12,16,13,0.8125
981,11620735,대학동,A,2110881,746115677,92344,8080,108423,-2.768,13.4187,0.0745,5.25,5.4259,676,8.3,81.44578313253011,80,379,0.174291939,0.0511,214.6803,5,0,16,43,36,0.8372
982,11620735,대학동,D,2120158,722932246,89871,8044,108423,-2.768,13.4787,0.0742,3.8796,4.3889,676,8.3,81.44578313253011,80,379,0.174291939,0.0511,214.6803,5,0,16,48,28,0.5833
983,11620745,삼성동,A,2110874,104419916,9446,11055,81819,8.383,7.4011,0.1351,4.5048,2.0132,437,2.66,164.28571428571428,12,58,0.171428571,0.0322,70.7727,0,0,13,6,6,1.0
984,11620745,삼성동,A,2110878,67543774,7677,8799,81819,8.383,9.2987,0.1075,1.1528,2.5417,437,2.66,164.28571428571428,12,58,0.171428571,0.0322,70.7727,0,0,13,2,2,1.0
985,11620745,삼성동,A,2110879,218882794,28207,7760,81819,8.383,10.5437,0.0948,3.1777,2.5494,437,2.66,164.28571428571428,12,58,0.171428571,0.0322,70.7727,0,0,13,3,2,0.6667
986,11620765,미성동,A,2110856,143448145,13544,10591,95996,1.139,9.0639,0.1103,3.7978,4.5288,524,1.38,379.71014492753625,36,114,0.24,0.038,112.6683,1,0,30,9,5,0.5556
987,11620765,미성동,A,2110857,331053794,34598,9569,95996,1.139,10.032,0.0997,2.0754,3.5635,524,1.38,379.71014492753625,36,114,0.24,0.038,112.6683,1,0,30,4,3,0.75
988,11620765,미성동,A,2110860,179220814,20757,8634,95996,1.139,11.1184,0.0899,2.8055,2.7083,524,1.38,379.71014492753625,36,114,0.24,0.038,112.6683,1,0,30,7,6,0.8571
989,11620765,미성동,A,2110863,243761689,15425,15803,95996,1.139,6.0745,0.1646,3.8056,3.3241,524,1.38,379.71014492753625,36,114,0.24,0.038,112.6683,1,0,30,10,8,0.8
990,11620775,난곡동,A,2110862,189104019,15375,12299,101412,-8.76,8.2455,0.1213,6.3583,9.4333,355,0.96,369.7916666666667,34,99,0.255639098,0.0348,67.6734,0,0,18,5,2,0.4
991,11620775,난곡동,A,2110865,365472748,40957,8923,101412,-8.76,11.3652,0.088,6.0833,4.3611,355,0.96,369.7916666666667,34,99,0.255639098,0.0348,67.6734,0,0,18,10,7,0.7
992,11620775,난곡동,A,2110866,79429003,8559,9280,101412,-8.76,10.928,0.0915,5.6257,5.7582,355,0.96,369.7916666666667,34,99,0.255639098,0.0348,67.6734,0,0,18,6,4,0.6667
993,11650510,서초1동,A,2110929,219228360,20516,10686,126629,6.638,11.85,0.0844,3.9222,3.0139,1217,1.42,857.0422535211268,217,782,0.217217217,0.0437,161.7157,2,3,45,11,10,0.9091
994,11650510,서초1동,A,2110930,234482046,15716,14920,126629,6.638,8.4872,0.1178,4.7556,3.7197,1217,1.42,857.0422535211268,217,782,0.217217217,0.0437,161.7157,2,3,45,7,5,0.7143
995,11650510,서초1동,A,2110932,150644134,18294,8235,126629,6.638,15.3769,0.065,3.6944,4.1667,1217,1.42,857.0422535211268,217,782,0.217217217,0.0437,161.7157,2,3,45,2,2,1.0
996,11650510,서초1동,A,2110933,729145814,28479,25603,126629,6.638,4.9459,0.2022,1.5152,0.0,1217,1.42,857.0422535211268,217,782,0.217217217,0.0437,161.7157,2,3,45,2,2,1.0
997,11650510,서초1동,D,2120173,-2147483648,342736,16411,126629,6.638,7.7161,0.1296,3.6667,4.0185,1217,1.42,857.0422535211268,217,782,0.217217217,0.0437,161.7157,2,3,45,143,86,0.6014
998,11650510,서초1동,D,2120175,1794039644,146587,12239,126629,6.638,10.3464,0.0967,3.0,2.8982,1217,1.42,857.0422535211268,217,782,0.217217217,0.0437,161.7157,2,3,45,62,48,0.7742
999,11650520,서초2동,A,2110935,75573763,8619,8768,150037,1.699,17.1119,0.0584,3.8512,7.3413,1289,1.24,1039.516129032258,430,1311,0.246984492,0.055,416.5434,4,4,51,2,1,0.5
1000,11650520,서초2동,D,2120179,-2147483648,203492,15075,150037,1.699,9.9527,0.1005,2.3055,3.0833,1289,1.24,1039.516129032258,430,1311,0.246984492,0.055,416.5434,4,4,51,98,50,0.5102
1001,11650520,서초2동,D,2120189,-2147483648,904123,13036,150037,1.699,11.5094,0.0869,3.3148,3.6204,1289,1.24,1039.516129032258,430,1311,0.246984492,0.055,416.5434,4,4,51,278,140,0.5036
1002,11650530,서초3동,A,2110925,153537474,11048,13898,116292,3.406,8.3675,0.1195,1.7,3.5584,2054,2.93,701.0238907849829,162,621,0.206896552,0.0465,431.565,26,1,40,9,8,0.8889
1003,11650530,서초3동,A,2110926,175340537,23640,7417,116292,3.406,15.6791,0.0638,2.2143,3.869,2054,2.93,701.0238907849829,162,621,0.206896552,0.0465,431.565,26,1,40,8,8,1.0
1004,11650530,서초3동,A,2110928,85155186,4650,18313,116292,3.406,6.3502,0.1575,5.7941,3.8451,2054,2.93,701.0238907849829,162,621,0.206896552,0.0465,431.565,26,1,40,5,5,1.0
1005,11650530,서초3동,D,2120168,368667833,28299,13027,116292,3.406,8.927,0.112,0.1979,2.5,2054,2.93,701.0238907849829,162,621,0.206896552,0.0465,431.565,26,1,40,11,6,0.5455
1006,11650530,서초3동,D,2120169,2077923466,132195,15719,116292,3.406,7.3982,0.1352,3.7037,3.7685,2054,2.93,701.0238907849829,162,621,0.206896552,0.0465,431.565,26,1,40,80,57,0.7125
1007,11650530,서초3동,D,2120171,1973570059,133621,14770,116292,3.406,7.8735,0.127,2.4537,2.8148,2054,2.93,701.0238907849829,162,621,0.206896552,0.0465,431.565,26,1,40,39,31,0.7949
1008,11650530,서초3동,D,2120172,1416925162,87421,16208,116292,3.406,7.175,0.1394,3.8796,3.4352,2054,2.93,701.0238907849829,162,621,0.206896552,0.0465,431.565,26,1,40,38,26,0.6842
1009,11650540,잠원동,A,2110927,162737152,4226,38512,127591,3.364,3.313,0.3018,3.2928,9.3921,946,1.76,537.5,76,463,0.141001855,0.0413,239.7981,0,2,12,2,2,1.0
1010,11650540,잠원동,D,2120174,372173872,23967,15529,127591,3.364,8.2163,0.1217,4.6485,3.2576,946,1.76,537.5,76,463,0.141001855,0.0413,239.7981,0,2,12,3,2,0.6667
1011,11650540,잠원동,D,2120178,-2147483648,236144,15333,127591,3.364,8.3213,0.1202,3.2778,3.8796,946,1.76,537.5,76,463,0.141001855,0.0413,239.7981,0,2,12,87,68,0.7816
1012,11650550,반포본동,A,2110908,170358244,12907,13199,99988,-5.866,7.5754,0.132,0.7931,3.3385,375,1.01,371.28712871287127,5,29,0.147058824,0.0292,36.4981,0,0,0,8,4,0.5
1013,11650560,반포1동,D,2120176,261500674,29019,9011,159555,5.32,17.7067,0.0565,6.0801,4.1965,771,1.0,771.0,23,117,0.164285714,0.0484,266.3594,1,0,3,10,9,0.9
1014,11650560,반포1동,D,2120177,441556225,40429,10922,159555,5.32,14.6086,0.0685,3.5556,2.5463,771,1.0,771.0,23,117,0.164285714,0.0484,266.3594,1,0,3,22,19,0.8636
1015,11650581,반포4동,A,2110917,194983625,25291,7710,164140,4.585,21.2892,0.047,0.0,2.5926,2225,1.43,1555.944055944056,98,372,0.208510638,0.0423,426.5162,5,3,27,2,1,0.5
1016,11650581,반포4동,A,2110921,309658234,6602,46902,164140,4.585,3.4996,0.2857,3.766,2.8629,2225,1.43,1555.944055944056,98,372,0.208510638,0.0423,426.5162,5,3,27,6,6,1.0
1017,11650581,반포4동,A,2110924,289180527,8521,33938,164140,4.585,4.8365,0.2068,3.6018,3.5648,2225,1.43,1555.944055944056,98,372,0.208510638,0.0423,426.5162,5,3,27,6,6,1.0
1018,11650581,반포4동,D,2120165,1779589949,80446,22122,164140,4.585,7.4198,0.1348,2.4259,3.6667,2225,1.43,1555.944055944056,98,372,0.208510638,0.0423,426.5162,5,3,27,33,27,0.8182
1019,11650581,반포4동,D,2120167,1756713763,199101,8823,164140,4.585,18.6036,0.0538,2.5555,2.8889,2225,1.43,1555.944055944056,98,372,0.208510638,0.0423,426.5162,5,3,27,52,30,0.5769
1020,11650581,반포4동,D,2120170,894151629,70538,12676,164140,4.585,12.9489,0.0772,2.75,3.0,2225,1.43,1555.944055944056,98,372,0.208510638,0.0423,426.5162,5,3,27,24,11,0.4583
1021,11650590,방배본동,A,2110903,370941473,38293,9687,111348,5.085,11.4946,0.087,6.4992,4.6727,880,0.67,1313.4328358208954,41,221,0.15648855,0.033,131.5176,2,0,9,9,8,0.8889
1022,11650590,방배본동,A,2110912,199882811,15475,12917,111348,5.085,8.6203,0.116,2.6354,1.1979,880,0.67,1313.4328358208954,41,221,0.15648855,0.033,131.5176,2,0,9,12,9,0.75
1023,11650590,방배본동,A,2110915,432792637,10385,41674,111348,5.085,2.6719,0.3743,1.3929,2.2619,880,0.67,1313.4328358208954,41,221,0.15648855,0.033,131.5176,2,0,9,5,3,0.6
1024,11650590,방배본동,D,2120161,77708675,6788,11448,111348,5.085,9.7264,0.1028,5.2645,3.8667,880,0.67,1313.4328358208954,41,221,0.15648855,0.033,131.5176,2,0,9,5,5,1.0
1025,11650590,방배본동,D,2120162,1024274884,69417,14755,111348,5.085,7.5465,0.1325,1.8426,3.6852,880,0.67,1313.4328358208954,41,221,0.15648855,0.033,131.5176,2,0,9,30,19,0.6333
1026,11650600,방배1동,A,2110916,315250280,24913,12654,121987,5.121,9.6402,0.1037,2.6928,3.5422,852,0.7,1217.142857142857,80,219,0.267558528,0.044,101.0719,0,1,18,5,5,1.0
1027,11650600,방배1동,A,2110918,286661113,37007,7746,121987,5.121,15.7484,0.0635,5.5371,2.4605,852,0.7,1217.142857142857,80,219,0.267558528,0.044,101.0719,0,1,18,10,10,1.0
1028,11650600,방배1동,A,2110922,34680082,3856,8995,121987,5.121,13.5616,0.0737,7.6587,5.2083,852,0.7,1217.142857142857,80,219,0.267558528,0.044,101.0719,0,1,18,3,3,1.0
1029,11650600,방배1동,D,2120166,1391076388,107017,12999,121987,5.121,9.3843,0.1066,3.1574,3.713,852,0.7,1217.142857142857,80,219,0.267558528,0.044,101.0719,0,1,18,60,34,0.5667
1030,11650610,방배2동,A,2110904,245873186,24076,10212,126222,6.492,12.3602,0.0809,5.1457,2.8661,728,1.93,377.20207253886014,118,450,0.207746479,0.0414,79.8492,0,2,13,11,9,0.8182
1031,11650610,방배2동,A,2110905,82536342,8525,9682,126222,6.492,13.0368,0.0767,3.2191,2.5417,728,1.93,377.20207253886014,118,450,0.207746479,0.0414,79.8492,0,2,13,5,5,1.0
1032,11650610,방배2동,A,2110909,26135202,3908,6687,126222,6.492,18.8757,0.053,5.5183,2.7835,728,1.93,377.20207253886014,118,450,0.207746479,0.0414,79.8492,0,2,13,1,1,1.0
1033,11650610,방배2동,D,2120160,-2147483648,158212,18952,126222,6.492,6.6601,0.1501,3.7222,3.5,728,1.93,377.20207253886014,118,450,0.207746479,0.0414,79.8492,0,2,13,82,54,0.6585
1034,11650610,방배2동,D,2120163,73525345,6761,10874,126222,6.492,11.6077,0.0861,5.6613,3.403,728,1.93,377.20207253886014,118,450,0.207746479,0.0414,79.8492,0,2,13,7,7,1.0
1035,11650620,방배3동,A,2110913,352172566,39243,8974,103291,-1.674,11.51,0.0869,0.6111,1.6667,547,2.4,227.91666666666669,7,29,0.194444444,0.0356,150.4173,0,0,15,9,8,0.8889
1036,11650621,방배4동,A,2110906,194059716,23098,8402,110013,4.122,13.0937,0.0764,12.5,12.5,1037,0.98,1058.1632653061224,35,243,0.125899281,0.0392,141.274,0,1,23,2,2,1.0
1037,11650621,방배4동,A,2110907,266504307,24342,10949,110013,4.122,10.0478,0.0995,3.7457,3.0093,1037,0.98,1058.1632653061224,35,243,0.125899281,0.0392,141.274,0,1,23,19,18,0.9474
1038,11650621,방배4동,A,2110910,68480927,5884,11638,110013,4.122,9.4529,0.1058,2.6905,7.7381,1037,0.98,1058.1632653061224,35,243,0.125899281,0.0392,141.274,0,1,23,3,3,1.0
1039,11650621,방배4동,A,2110919,136031086,1851,73491,110013,4.122,1.497,0.668,6.4412,2.3301,1037,0.98,1058.1632653061224,35,243,0.125899281,0.0392,141.274,0,1,23,3,3,1.0
1040,11650621,방배4동,D,2120164,1469989131,115540,12723,110013,4.122,8.6468,0.1156,2.4815,2.3796,1037,0.98,1058.1632653061224,35,243,0.125899281,0.0392,141.274,0,1,23,52,41,0.7885
1041,11650651,양재1동,A,2110931,233753382,29726,7864,106118,1.765,13.4942,0.0741,5.2395,4.3239,1365,5.76,236.97916666666669,51,365,0.122596154,0.038,264.1481,7,0,21,12,12,1.0
1042,11650651,양재1동,A,2110934,379866767,28491,13333,106118,1.765,7.959,0.1256,4.4433,2.6933,1365,5.76,236.97916666666669,51,365,0.122596154,0.038,264.1481,7,0,21,12,10,0.8333
1043,11650651,양재1동,A,2110937,136768323,17416,7853,106118,1.765,13.5131,0.074,1.3833,3.05,1365,5.76,236.97916666666669,51,365,0.122596154,0.038,264.1481,7,0,21,3,3,1.0
1044,11650651,양재1동,A,2110938,284380156,18860,15078,106118,1.765,7.0379,0.1421,1.3021,1.9271,1365,5.76,236.97916666666669,51,365,0.122596154,0.038,264.1481,7,0,21,10,9,0.9
1045,11650651,양재1동,A,2110939,1461286032,99783,14645,106118,1.765,7.246,0.138,4.1759,4.3148,1365,5.76,236.97916666666669,51,365,0.122596154,0.038,264.1481,7,0,21,31,30,0.9677
1046,11650651,양재1동,D,2120181,550442667,36625,15029,106118,1.765,7.0609,0.1416,4.6204,5.3611,1365,5.76,236.97916666666669,51,365,0.122596154,0.038,264.1481,7,0,21,26,22,0.8462
1047,11650651,양재1동,D,2120183,708420431,30887,22936,106118,1.765,4.6267,0.2161,3.8241,3.4907,1365,5.76,236.97916666666669,51,365,0.122596154,0.038,264.1481,7,0,21,17,16,0.9412
1048,11650652,양재2동,A,2110936,272178135,23024,11822,87295,6.373,7.3841,0.1354,3.7381,3.6191,1637,7.58,215.96306068601584,138,598,0.1875,0.0416,209.9294,2,0,41,7,5,0.7143
1049,11650652,양재2동,A,2110940,110676421,13226,8368,87295,6.373,10.432,0.0959,3.4947,3.9641,1637,7.58,215.96306068601584,138,598,0.1875,0.0416,209.9294,2,0,41,4,4,1.0
1050,11650652,양재2동,A,2110941,94488415,8665,10905,87295,6.373,8.005,0.1249,5.1947,1.2564,1637,7.58,215.96306068601584,138,598,0.1875,0.0416,209.9294,2,0,41,4,4,1.0
1051,11650652,양재2동,A,2110942,565547570,30349,18635,87295,6.373,4.6845,0.2135,2.9907,4.7407,1637,7.58,215.96306068601584,138,598,0.1875,0.0416,209.9294,2,0,41,20,18,0.9
1052,11650652,양재2동,A,2110943,118969020,13567,8769,87295,6.373,9.955,0.1005,2.875,2.9271,1637,7.58,215.96306068601584,138,598,0.1875,0.0416,209.9294,2,0,41,10,8,0.8
1053,11650652,양재2동,A,2110946,642694756,22305,28814,87295,6.373,3.0296,0.3301,1.2415,2.8526,1637,7.58,215.96306068601584,138,598,0.1875,0.0416,209.9294,2,0,41,5,5,1.0
1054,11650652,양재2동,D,2120180,538915187,27353,19703,87295,6.373,4.4305,0.2257,7.25,7.3021,1637,7.58,215.96306068601584,138,598,0.1875,0.0416,209.9294,2,0,41,10,7,0.7
1055,11650652,양재2동,D,2120182,1086339274,64961,16723,87295,6.373,5.2201,0.1916,2.0093,2.5556,1637,7.58,215.96306068601584,138,598,0.1875,0.0416,209.9294,2,0,41,30,18,0.6
1056,11650652,양재2동,D,2120184,1920072313,121891,15752,87295,6.373,5.5418,0.1804,3.6204,4.1759,1637,7.58,215.96306068601584,138,598,0.1875,0.0416,209.9294,2,0,41,60,45,0.75
1057,11650660,내곡동,A,2110944,108304816,14191,7632,101540,-5.432,13.3045,0.0752,4.1667,2.7778,355,12.68,27.99684542586751,2,31,0.060606061,0.0307,135.12,2,0,12,2,2,1.0
1058,11650660,내곡동,A,2110945,66652786,2267,29396,101540,-5.432,3.4542,0.2895,6.9649,6.9627,355,12.68,27.99684542586751,2,31,0.060606061,0.0307,135.12,2,0,12,1,1,1.0
1059,11650660,내곡동,A,2110947,661656655,18405,35950,101540,-5.432,2.8245,0.354,7.6319,0.2222,355,12.68,27.99684542586751,2,31,0.060606061,0.0307,135.12,2,0,12,6,6,1.0
1060,11680510,신사동(강남구),A,2110949,293874242,26728,10995,96501,1.36,8.7768,0.1139,4.5236,3.5805,1888,1.89,998.941798941799,164,755,0.178454842,0.0579,407.3556,5,1,9,11,11,1.0
1061,11680510,신사동(강남구),A,2110949,293874242,26728,10995,134795,5.457,12.2597,0.0816,4.5236,3.5805,1888,1.89,998.941798941799,164,755,0.178454842,0.0579,407.3556,5,1,9,11,11,1.0
1062,11680510,신사동(강남구),A,2110951,146237395,10433,14017,96501,1.36,6.8846,0.1453,4.9603,4.7282,1888,1.89,998.941798941799,164,755,0.178454842,0.0579,407.3556,5,1,9,7,7,1.0
1063,11680510,신사동(강남구),A,2110951,146237395,10433,14017,134795,5.457,9.6165,0.104,4.9603,4.7282,1888,1.89,998.941798941799,164,755,0.178454842,0.0579,407.3556,5,1,9,7,7,1.0
1064,11680510,신사동(강남구),D,2120186,-2147483648,175562,21346,96501,1.36,4.5208,0.2212,4.0,4.1296,1888,1.89,998.941798941799,164,755,0.178454842,0.0579,407.3556,5,1,9,153,123,0.8039
1065,11680510,신사동(강남구),D,2120186,-2147483648,175562,21346,134795,5.457,6.3148,0.1584,4.0,4.1296,1888,1.89,998.941798941799,164,755,0.178454842,0.0579,407.3556,5,1,9,153,123,0.8039
1066,11680510,신사동(강남구),D,2120188,-2147483648,166814,13046,96501,1.36,7.397,0.1352,3.4074,4.0371,1888,1.89,998.941798941799,164,755,0.178454842,0.0579,407.3556,5,1,9,88,46,0.5227
1067,11680510,신사동(강남구),D,2120188,-2147483648,166814,13046,134795,5.457,10.3323,0.0968,3.4074,4.0371,1888,1.89,998.941798941799,164,755,0.178454842,0.0579,407.3556,5,1,9,88,46,0.5227
1068,11680521,논현1동,A,2110952,142354577,16334,8715,128348,2.562,14.7273,0.0679,9.9598,1.5152,1953,1.25,1562.4,256,1144,0.182857143,0.067,555.1557,5,3,28,2,2,1.0
1069,11680521,논현1동,A,2110953,9034083,258,35016,128348,2.562,3.6654,0.2728,3.4147,0.6944,1953,1.25,1562.4,256,1144,0.182857143,0.067,555.1557,5,3,28,7,5,0.7143
1070,11680521,논현1동,A,2110955,658884682,57762,11407,128348,2.562,11.2517,0.0889,3.2685,5.7593,1953,1.25,1562.4,256,1144,0.182857143,0.067,555.1557,5,3,28,23,20,0.8696
1071,11680521,논현1동,D,2120185,-2147483648,192297,13725,128348,2.562,9.3514,0.1069,4.7315,5.6204,1953,1.25,1562.4,256,1144,0.182857143,0.067,555.1557,5,3,28,79,48,0.6076
1072,11680521,논현1동,D,2120187,-2147483648,355330,15455,128348,2.562,8.3046,0.1204,3.7778,3.8519,1953,1.25,1562.4,256,1144,0.182857143,0.067,555.1557,5,3,28,129,91,0.7054
1073,11680521,논현1동,D,2120191,1888413512,168579,11202,128348,2.562,11.4576,0.0873,3.1111,4.287,1953,1.25,1562.4,256,1144,0.182857143,0.067,555.1557,5,3,28,59,44,0.7458
1074,11680531,논현2동,A,2110957,289020018,22452,12873,126226,1.255,9.8055,0.102,3.4122,3.3706,2407,1.47,1637.4149659863947,166,740,0.183222958,0.0597,426.4544,4,3,25,17,15,0.8824
1075,11680531,논현2동,A,2110961,601829881,37401,16091,126226,1.255,7.8445,0.1275,5.4166,3.3518,2407,1.47,1637.4149659863947,166,740,0.183222958,0.0597,426.4544,4,3,25,9,8,0.8889
1076,11680531,논현2동,A,2110966,344041292,16953,20294,126226,1.255,6.2199,0.1608,9.5325,10.4254,2407,1.47,1637.4149659863947,166,740,0.183222958,0.0597,426.4544,4,3,25,20,18,0.9
1077,11680531,논현2동,A,2110968,160377739,6703,23926,126226,1.255,5.2757,0.1895,5.9693,4.5096,2407,1.47,1637.4149659863947,166,740,0.183222958,0.0597,426.4544,4,3,25,7,7,1.0
1078,11680531,논현2동,D,2120194,1368590640,108751,12585,126226,1.255,10.0299,0.0997,6.213,5.5185,2407,1.47,1637.4149659863947,166,740,0.183222958,0.0597,426.4544,4,3,25,58,49,0.8448
1079,11680531,논현2동,D,2120196,1122424698,66345,16918,126226,1.255,7.461,0.134,3.8611,3.6111,2407,1.47,1637.4149659863947,166,740,0.183222958,0.0597,426.4544,4,3,25,32,21,0.6562
1080,11680531,논현2동,D,2120203,-2147483648,156733,15132,126226,1.255,8.3417,0.1199,3.6482,4.1667,2407,1.47,1637.4149659863947,166,740,0.183222958,0.0597,426.4544,4,3,25,75,53,0.7067
1081,11680545,압구정동,A,2110959,238100507,12587,18916,150559,4.121,7.9593,0.1256,4.0833,1.2778,2384,2.53,942.2924901185772,175,1382,0.112395633,0.0513,370.1067,11,1,22,0,0,0.0
1082,11680545,압구정동,A,2110962,412981437,5792,71305,150559,4.121,2.1115,0.4736,5.5333,2.5,2384,2.53,942.2924901185772,175,1382,0.112395633,0.0513,370.1067,11,1,22,2,2,1.0
1083,11680545,압구정동,D,2120190,1964062011,121587,16154,150559,4.121,9.3202,0.1073,3.6111,3.8241,2384,2.53,942.2924901185772,175,1382,0.112395633,0.0513,370.1067,11,1,22,60,49,0.8167
1084,11680545,압구정동,D,2120193,1936662502,68265,28370,150559,4.121,5.307,0.1884,3.5093,4.3148,2384,2.53,942.2924901185772,175,1382,0.112395633,0.0513,370.1067,11,1,22,33,22,0.6667
1085,11680545,압구정동,D,2120195,1297922296,37776,34358,150559,4.121,4.3821,0.2282,5.0926,3.6759,2384,2.53,942.2924901185772,175,1382,0.112395633,0.0513,370.1067,11,1,22,35,27,0.7714
1086,11680545,압구정동,D,2120200,-2147483648,137042,28054,150559,4.121,5.3668,0.1863,3.787,3.8333,2384,2.53,942.2924901185772,175,1382,0.112395633,0.0513,370.1067,11,1,22,62,50,0.8065
1087,11680545,압구정동,D,2120202,-2147483648,110820,31376,150559,4.121,4.7985,0.2084,4.6945,4.0648,2384,2.53,942.2924901185772,175,1382,0.112395633,0.0513,370.1067,11,1,22,73,51,0.6986
1088,11680565,청담동,A,2110973,21035357,1575,13355,137791,-0.162,10.3176,0.0969,3.5934,7.1722,2403,2.33,1031.3304721030042,110,498,0.180921053,0.056,557.7663,11,0,24,9,9,1.0
1089,11680565,청담동,A,2110976,159090328,11776,13510,137791,-0.162,10.1992,0.098,2.9271,3.2916,2403,2.33,1031.3304721030042,110,498,0.180921053,0.056,557.7663,11,0,24,9,8,0.8889
1090,11680565,청담동,A,2110979,30124757,274,109864,137791,-0.162,1.2542,0.7973,4.0096,0.9375,2403,2.33,1031.3304721030042,110,498,0.180921053,0.056,557.7663,11,0,24,5,5,1.0
1091,11680565,청담동,A,2110985,187700689,16804,11170,137791,-0.162,12.3358,0.0811,0.6667,5.1404,2403,2.33,1031.3304721030042,110,498,0.180921053,0.056,557.7663,11,0,24,1,1,1.0
1092,11680565,청담동,A,2110990,102374349,5277,19401,137791,-0.162,7.1023,0.1408,2.5394,0.0,2403,2.33,1031.3304721030042,110,498,0.180921053,0.056,557.7663,11,0,24,4,3,0.75
1093,11680565,청담동,D,2120208,-2147483648,128731,21683,137791,-0.162,6.3548,0.1574,3.6019,4.4722,2403,2.33,1031.3304721030042,110,498,0.180921053,0.056,557.7663,11,0,24,65,46,0.7077
1094,11680565,청담동,D,2120209,828051515,70517,11743,137791,-0.162,11.7339,0.0852,2.8426,3.1574,2403,2.33,1031.3304721030042,110,498,0.180921053,0.056,557.7663,11,0,24,34,22,0.6471
1095,11680565,청담동,D,2120214,533248494,40418,13193,137791,-0.162,10.4443,0.0957,2.8608,5.5036,2403,2.33,1031.3304721030042,110,498,0.180921053,0.056,557.7663,11,0,24,17,12,0.7059
1096,11680565,청담동,D,2120216,678645753,24020,28254,137791,-0.162,4.8769,0.205,2.3961,5.1755,2403,2.33,1031.3304721030042,110,498,0.180921053,0.056,557.7663,11,0,24,9,2,0.2222
1097,11680580,삼성1동,A,2110988,169345076,19749,8575,218172,8.243,25.4428,0.0393,2.9028,2.0833,1628,1.94,839.1752577319588,102,207,0.330097087,0.0566,734.2631,6,1,13,3,3,1.0
1098,11680580,삼성1동,A,2110991,-2147483648,20212,125456,218172,8.243,1.739,0.575,3.9662,3.5254,1628,1.94,839.1752577319588,102,207,0.330097087,0.0566,734.2631,6,1,13,1,1,1.0
1099,11680580,삼성1동,A,2110995,200199437,7569,26450,218172,8.243,8.2485,0.1212,3.3127,3.6955,1628,1.94,839.1752577319588,102,207,0.330097087,0.0566,734.2631,6,1,13,10,9,0.9
1100,11680580,삼성1동,D,2120218,1101572638,71304,15449,218172,8.243,14.1221,0.0708,1.5521,2.3333,1628,1.94,839.1752577319588,102,207,0.330097087,0.0566,734.2631,6,1,13,35,16,0.4571
1101,11680580,삼성1동,D,2120221,1208477330,73410,16462,218172,8.243,13.2531,0.0755,2.8889,2.787,1628,1.94,839.1752577319588,102,207,0.330097087,0.0566,734.2631,6,1,13,46,16,0.3478
1102,11680590,삼성2동,A,2110974,186818267,22629,8256,143146,0.402,17.3384,0.0577,6.0269,0.8333,1245,1.24,1004.032258064516,377,1370,0.215798512,0.0482,340.0052,3,5,38,7,7,1.0
1103,11680590,삼성2동,A,2110982,73297929,8175,8966,143146,0.402,15.9654,0.0626,4.4643,4.1667,1245,1.24,1004.032258064516,377,1370,0.215798512,0.0482,340.0052,3,5,38,3,3,1.0
1104,11680590,삼성2동,A,2110986,22193193,1869,11876,143146,0.402,12.0534,0.083,2.9375,4.8542,1245,1.24,1004.032258064516,377,1370,0.215798512,0.0482,340.0052,3,5,38,5,5,1.0
1105,11680590,삼성2동,D,2120207,1660595440,133929,12399,143146,0.402,11.545,0.0866,3.9722,3.8518,1245,1.24,1004.032258064516,377,1370,0.215798512,0.0482,340.0052,3,5,38,62,46,0.7419
1106,11680590,삼성2동,D,2120210,-2147483648,453573,13469,143146,0.402,10.6278,0.0941,4.2593,4.1111,1245,1.24,1004.032258064516,377,1370,0.215798512,0.0482,340.0052,3,5,38,139,83,0.5971
1107,11680590,삼성2동,D,2120213,1970359879,90637,21739,143146,0.402,6.5848,0.1519,4.9908,4.9815,1245,1.24,1004.032258064516,377,1370,0.215798512,0.0482,340.0052,3,5,38,50,41,0.82
1108,11680590,삼성2동,D,2120215,-2147483648,325816,15912,143146,0.402,8.9961,0.1112,4.3426,4.6111,1245,1.24,1004.032258064516,377,1370,0.215798512,0.0482,340.0052,3,5,38,118,72,0.6102
1109,11680600,대치1동,D,2120220,1158761284,107128,10817,187115,-8.119,17.2982,0.0578,2.4444,3.5185,710,0.79,898.7341772151898,26,78,0.25,0.023,133.0185,0,0,7,28,17,0.6071
1110,11680610,대치2동,A,2110996,327362738,15075,21715,148490,-4.223,6.8381,0.1462,1.872,2.2083,1206,2.0,603.0,105,296,0.261845387,0.0355,446.242,11,1,29,6,5,0.8333
